street,suburb,state,vendor,lat,lon,days_on_site,amenities,bathrooms,cellars,num_floors,monthly_fee_mxn,parking_lots,beds,department_type,m2,final_price,price_square_meter
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4038108,-99.1624633,60,2,2,1,0,0.00,2,2,Loft,79.00,6105892.00,77289.77
Snn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,4,0,0,0.00,1,3,apt,284.00,14700000.00,51760.56
Guanajuato 000," Roma Norte, Cuauhtémoc", Distrito Federal,Bernadette Carral K ,19.4168211,-99.1596475,730,0,2,1,4,0.00,2,2,apt,143.00,12800000.00,89510.49
Córdoba," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,1,1,6,0.00,1,2,apt,63.00,4774000.00,75777.78
Insurgentes Sur," Roma Norte, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4147924,-99.1621247,60,3,1,0,0,0.00,1,1,apt,42.00,2890000.00,68809.52
Av. Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4229547,-99.1652534,210,0,2,0,0,0.00,1,2,apt,34.00,2793102.00,82150.06
Frontera," Roma Norte, Cuauhtémoc", Distrito Federal,Cbmobikapremium,19.4181531,-99.1652014,150,0,3,0,0,0.00,1,2,apt,165.00,8200000.00,49696.97
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,24,2,2,0,0,0.00,2,2,Loft,89.00,6360510.00,71466.40
Queretaro," Roma Norte, Cuauhtémoc", Distrito Federal,Casasydepas Com,19.4148447,-99.1602414,25,5,2,0,0,0.00,2,2,apt,108.00,7667000.00,70990.74
Baja California," Roma Sur, Cuauhtémoc", Distrito Federal,Inmuebles Hahn,19.4061693,-99.1602704,180,4,2,0,0,0.00,2,2,apt,136.00,5150000.00,37867.65
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4134483,-99.1591243,330,4,2,0,0,0.00,1,2,apt,64.00,4369000.00,68265.63
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,4,0,0,0.00,1,3,apt,200.00,12900000.00,64500.00
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4038108,-99.1624633,60,2,2,0,0,0.00,2,2,Loft,81.00,6084392.00,75115.95
Colima," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4182766,-99.166438,18,5,2,0,0,0.00,2,2,apt,98.00,12146070.00,123939.49
Roma Sur, Cuauhtémoc, Distrito Federal,Neximo,19.4086981,-99.1669069,31,0,2,0,0,0.00,2,2,apt,117.00,7250000.00,61965.81
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4038108,-99.1624633,60,2,2,0,0,0.00,1,2,Loft,66.00,3999900.00,60604.55
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4038108,-99.1624633,60,2,2,1,0,0.00,1,2,Loft,88.00,5299900.00,60226.14
Huatabampo," Roma Sur, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4073996,-99.1571281,330,0,2,0,0,0.00,1,2,apt,100.00,5519000.00,55190.00
Colima," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4182766,-99.166438,33,4,2,0,0,0.00,2,2,apt,101.00,7257350.00,71854.95
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,48,2,2,0,0,0.00,1,2,Loft,78.00,4710600.00,60392.31
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,48,2,2,0,0,0.00,1,2,Loft,75.00,4714700.00,62862.67
Av. Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Cattoribr,19.4240896,-99.1598208,60,4,2,0,0,0.00,1,2,apt,86.00,5340000.00,62093.02
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0.00,1,1,apt,51.00,4976000.00,97568.63
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4038108,-99.1624633,60,2,2,0,0,0.00,1,2,Loft,67.00,4049900.00,60446.27
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4038108,-99.1624633,60,2,2,0,0,0.00,1,2,Loft,68.00,4149900.00,61027.94
Roma Norte, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4195256,-99.162549,12,0,3,0,0,0.00,1,2,apt,122.00,8400000.00,68852.46
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,48,2,2,0,0,0.00,2,2,Loft,88.00,6380520.00,72505.91
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,48,2,2,0,0,0.00,2,2,Loft,100.00,8026360.00,80263.60
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,48,2,2,0,0,0.00,1,2,Loft,76.00,6661750.00,87654.61
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4038108,-99.1624633,60,2,2,0,0,0.00,1,2,Loft,67.00,4805142.00,71718.54
Tonalá," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4114483,-99.1611243,60,4,2,0,0,0.00,1,2,apt,64.00,4369000.00,68265.63
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4030527,-99.1678785,24,3,2,0,0,0.00,2,3,Loft,99.00,10200000.00,103030.30
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4030527,-99.1678785,24,3,2,0,0,0.00,2,3,Loft,111.00,9880000.00,89009.01
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4030527,-99.1678785,24,3,2,0,0,0.00,2,3,Loft,113.00,11050000.00,97787.61
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4030527,-99.1678785,24,3,2,0,0,0.00,2,3,Loft,111.00,9670000.00,87117.12
Roma Sur, Cuauhtémoc, Distrito Federal,Neximo,19.4029964,-99.1683906,31,0,1,0,0,0.00,1,1,apt,66.00,3771278.00,57140.58
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,48,2,2,0,0,0.00,1,2,Loft,93.00,6306550.00,67812.37
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,48,2,2,0,0,0.00,2,2,Loft,86.00,5845980.00,67976.51
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4194601,-99.1581372,365,5,2,0,0,0.00,2,2,apt,204.00,17330000.00,84950.98
Roma Norte, Cuauhtémoc, Distrito Federal,Eduardomarcelohernandezlopez,19.4217314,-99.160594,300,4,1,0,0,0.00,1,3,apt,156.00,5900000.00,37820.51
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4068805,-99.1692582,330,5,2,0,0,0.00,2,2,apt,198.00,8952615.00,45215.23
Roma Norte, Cuauhtémoc, Distrito Federal,Expmexico Realtors,19.4195256,-99.162549,120,0,3,0,0,0.00,1,3,apt,284.00,12900000.00,45422.54
Roma Norte, Cuauhtémoc, Distrito Federal,Airnetwork Asesores Inmob,19.4195256,-99.162549,120,3,1,0,0,0.00,1,1,apt,69.00,5000000.00,72463.77
Roma Sur, Cuauhtémoc, Distrito Federal,Sata7784633,19.4093009,-99.1574399,60,4,2,0,0,0.00,2,2,apt,185.00,6976349.00,37709.99
SN,Cuauhtemoc, Distrito Federal,Rematadascom,19.4168211,-99.1596475,90,0,2,0,0,0.00,1,2,apt,83.00,1200000.00,14457.83
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Bernadette Carral K ,19.4168211,-99.1596475,120,5,2,0,0,0.00,2,2,apt,187.00,12000000.00,64171.12
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4026152,-99.1682218,210,5,2,0,0,0.00,2,2,apt,134.00,7650000.00,57089.55
Medellin," Roma Norte, Cuauhtémoc", Distrito Federal,Inmuebles Hahn,19.4112559,-99.1642982,180,4,2,0,0,0.00,1,2,apt,68.00,2250000.00,33088.24
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Remax Plus,19.4202688,-99.1642694,365,0,2,0,0,0.00,1,2,apt,100.00,4930000.00,49300.00
Durando193," Roma Norte, Cuauhtémoc", Distrito Federal,Hc Hogar Bienes Raices,19.420087,-99.167044,55,0,1,0,0,0.00,1,1,apt,36.00,3848548.00,106904.11
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4046152,-99.1662218,60,5,2,0,0,0.00,2,2,apt,134.00,7650000.00,57089.55
Roma Sur, Cuauhtémoc, Distrito Federal,Sata7784633,19.4083009,-99.1584399,365,4,2,0,0,0.00,2,2,apt,93.00,5653287.00,60788.03
Roma Nortesn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.417364,-99.159453,60,0,4,0,0,0.00,1,3,apt,284.00,12900000.00,45422.54
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4194601,-99.1581372,365,5,2,0,0,0.00,2,2,apt,149.00,12660000.00,84966.44
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4194601,-99.1581372,365,5,2,0,0,0.00,2,2,apt,185.00,14345000.00,77540.54
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Luxence,19.4037937,-99.1631623,90,4,2,0,0,0.00,1,2,apt,111.00,6586413.00,59337.05
Roma Sur, Cuauhtémoc, Distrito Federal,Sata7784633,19.4088661,-99.1575993,120,6,3,0,0,0.00,2,3,apt,140.00,8706563.00,62189.74
Roma Sur, Cuauhtémoc, Distrito Federal,Espaciosurbanosmx,19.4058504,-99.1621697,270,4,2,0,0,0.00,2,2,apt,103.00,6296000.00,61126.21
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0.00,1,2,apt,70.00,4482780.00,64039.71
Roma Sur, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.405299,-99.1649891,12,0,3,0,0,0.00,1,3,apt,86.00,4944054.00,57489.00
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0.00,1,1,apt,37.00,3848548.00,104014.81
Torreón," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4056186,-99.1618533,60,3,2,1,0,0.00,2,3,Loft,115.00,8229770.00,71563.22
Av," Conocida, Roma, Monterrey",Nuevo Leon,Coldwellbanker Marimar,25.6549213,-100.2927616,120,0,3,0,0,0.00,2,3,apt,200.00,6900000.00,34500.00
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4054217,-99.1602247,150,4,2,0,0,0.00,2,2,apt,185.00,6976349.00,37709.99
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4052563,-99.1662026,365,5,2,0,0,0.00,2,2,apt,106.00,7040000.00,66415.09
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0.00,1,1,apt,43.00,4300000.00,100000.00
Torreón," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4056186,-99.1618533,60,3,2,1,0,0.00,2,3,Loft,134.00,9326512.00,69600.84
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4088805,-99.1672582,60,5,2,0,0,0.00,2,2,apt,198.00,8952615.00,45215.23
Roma Sur, Cuauhtémoc, Distrito Federal,Sata7784633,19.4053009,-99.1614399,120,4,2,0,0,0.00,2,2,apt,179.00,6643287.00,37113.34
Av. Insurgentes Sur," Roma Norte, Cuauhtémoc", Distrito Federal,Luxence,19.4218675,-99.1636483,19,2,1,0,0,0.00,1,1,apt,49.00,4062500.00,82908.16
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,2,apt,99.00,6296000.00,63595.96
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0.00,1,1,apt,36.00,4421000.00,122805.56
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0.00,1,2,apt,83.00,5363485.00,64620.30
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,23,0,0,0.00,1,2,apt,91.00,7874000.00,86527.47
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0.00,1,1,apt,43.00,4472000.00,104000.00
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,4,0,0,0.00,1,3,apt,121.00,8725800.00,72114.05
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,4,0,0,0.00,1,3,apt,163.00,8725000.00,53527.61
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0.00,1,2,apt,140.00,7792000.00,55657.14
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,2,apt,142.00,7676000.00,54056.34
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4054217,-99.1602247,150,6,3,0,0,0.00,2,3,apt,140.00,8706563.00,62189.74
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4159657,-99.163205,35,7,3,0,0,0.00,2,3,apt,157.00,10100000.00,64331.21
Av Chapultepec 322," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,10,0.00,1,2,apt,85.00,4695000.00,55235.29
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0.00,1,1,apt,36.00,4442000.00,123388.89
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,2,apt,91.00,9689000.00,106472.53
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,4,0,0,0.00,1,3,apt,135.00,8434800.00,62480.00
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,2,apt,109.00,7981000.00,73220.18
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0.00,1,1,apt,51.00,5041000.00,98843.14
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Safe Rent,19.4119107,-99.159609,240,2,1,0,0,0.00,1,1,apt,40.00,1800000.00,45000.00
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.3679307,-99.1741894,90,0,2,0,0,0.00,1,2,apt,75.00,840145.00,11201.93
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.4180537,-99.1585252,90,0,2,0,0,0.00,1,3,apt,70.00,902000.00,12885.71
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.424552,-99.1583315,90,0,2,0,0,0.00,1,2,apt,70.00,839652.00,11995.03
Hamburgo," Roma Norte, Cuauhtémoc", Distrito Federal,Barragan Br,19.4293459,-99.1585585,35,2,1,0,0,0.00,1,1,apt,50.00,2400000.00,48000.00
Puebla 258," Roma Norte, Cuauhtémoc", Distrito Federal,Blaxell 2,19.4213628,-99.1679593,300,0,3,0,4,0.00,1,3,apt,98.00,4703000.00,47989.80
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4030089,-99.1686461,365,4,2,0,0,0.00,1,2,apt,104.00,5350000.00,51442.31
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4030089,-99.1686461,365,4,2,0,0,0.00,1,2,apt,90.00,4850000.00,53888.89
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Veronica Porraz,19.4125049,-99.1560507,270,2,1,0,0,0.00,1,1,apt,43.00,3429250.00,79750.00
Puebla 258," Roma Norte, Cuauhtémoc", Distrito Federal,Blaxell 2,19.4213628,-99.1679593,300,0,3,0,4,0.00,1,3,apt,103.00,4943000.00,47990.29
Tlacotalpan127," Roma Sur, Cuauhtémoc", Distrito Federal,Hc Hogar Bienes Raices,19.402662,-99.16593,55,0,1,0,0,0.00,1,3,apt,62.00,6690000.00,107903.23
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4168211,-99.1596475,300,4,2,0,0,0.00,2,2,apt,104.00,9350000.00,89903.85
Roma, Monterrey,Nuevo Leon,Via Inmuebles,25.654287,-100.297745,16,3,1,0,0,0.00,1,1,apt,57.00,3500000.00,61403.51
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0.00,1,2,apt,193.00,14382000.00,74518.13
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.4112713,-99.1633655,90,0,1,0,0,0.00,1,2,apt,182.00,2350000.00,12912.09
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4168211,-99.1596475,120,7,3,0,0,0.00,2,3,apt,195.00,10750000.00,55128.21
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4054217,-99.1602247,210,0,2,0,0,0.00,1,2,apt,93.00,5653257.00,60787.71
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Espaciosurbanosmx,19.4168211,-99.1596475,270,4,2,0,0,0.00,2,2,apt,92.00,5998135.00,65197.12
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Remax Plus,19.4157,-99.1649,365,0,3,1,5,0.00,2,3,apt,195.00,9840000.00,50461.54
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4030089,-99.1686461,365,4,2,0,0,0.00,1,2,apt,176.00,9950000.00,56534.09
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Circulobienesraices,19.4119974,-99.1590706,90,0,2,0,5,0.00,1,2,apt,64.00,4070000.00,63593.75
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4124711,-99.1562223,365,4,2,0,0,0.00,1,2,apt,76.00,4210000.00,55394.74
Roma Norte, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4195256,-99.162549,11,0,2,0,0,0.00,1,2,apt,126.00,6996018.00,55523.95
Zacatecas," Roma Sur, Cuauhtémoc", Distrito Federal,Heyserenta Com,19.4170429,-99.1546255,60,3,1,0,0,0.00,1,1,apt,64.00,4100000.00,64062.50
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0.00,1,1,apt,40.00,4670000.00,116750.00
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Circulobienesraices,19.4119974,-99.1590706,90,0,1,0,5,0.00,1,1,apt,41.00,3150850.00,76850.00
Colima 49 Interior 301," Roma Sur, Cuauhtémoc", Distrito Federal,Century21 Tega,19.4208852,-99.1557502,120,0,2,0,0,0.00,2,2,apt,130.00,9333000.00,71792.31
Roma Sur, Cuauhtémoc, Distrito Federal,Inmobiliaria Sp,19.3605334,-99.2267067,150,5,2,0,0,0.00,2,3,apt,113.00,9000000.00,79646.02
Roma Privada," Roma Privada, Monterrey",Nuevo Leon,Horacio Zamarripa Rivas,25.6403657,-100.2895546,240,5,2,0,0,0.00,1,3,apt,113.00,4830838.00,42750.78
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4168211,-99.1596475,300,4,2,0,0,0.00,2,2,apt,204.00,9590000.00,47009.80
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Houm,19.4123937,-99.1562314,24,2,2,0,0,0.00,1,2,Loft,66.00,6853000.00,103833.33
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0.00,1,2,apt,92.00,5452850.00,59270.11
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,3,0,0,0.00,1,3,apt,136.00,12901458.00,94863.66
Roma, Monterrey,Nuevo Leon,Grand Metrópoli,25.6552625,-100.2968762,150,5,2,0,0,0.00,1,3,apt,140.00,4000000.00,28571.43
Roma, Monterrey,Nuevo Leon,Alur Bienes Raíces,25.6542625,-100.2978762,365,6,2,0,0,0.00,2,3,apt,123.00,5327908.00,43316.33
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Luxence,19.4123937,-99.1562314,19,3,1,0,0,0.00,1,2,apt,78.00,4631000.00,59371.79
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Houm,19.4123937,-99.1562314,24,2,2,0,0,0.00,1,2,Loft,76.00,5060000.00,66578.95
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Houm,19.4123937,-99.1562314,24,1,1,0,0,0.00,1,1,Loft,43.00,3429250.00,79750.00
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.415896,-99.1593996,46,6,3,0,0,0.00,2,3,apt,162.00,9950000.00,61419.75
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115652,-99.1605521,48,2,2,0,0,0.00,2,2,Loft,89.00,6330120.00,71124.94
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115652,-99.1605521,48,2,2,0,0,0.00,2,2,Loft,83.00,5363485.00,64620.30
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,3,0,0,0.00,1,3,apt,140.00,11675527.00,83396.62
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,4,0,0,0.00,1,3,apt,150.00,10750000.00,71666.67
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0.00,1,2,apt,92.00,5845980.00,63543.26
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Circulobienesraices,19.4119974,-99.1590706,90,0,2,0,5,0.00,1,2,apt,76.00,4980000.00,65526.32
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Remax Plus,19.4157,-99.1649,365,0,2,1,5,0.00,2,2,apt,194.00,9350000.00,48195.88
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Inmobiliaria Zona 04,19.4123937,-99.1562314,8,2,1,0,0,0.00,1,1,apt,43.00,3635005.00,84535.00
Roma Norte, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4195256,-99.162549,12,0,3,0,0,4.00,2,2,apt,194.00,9350000.00,48195.88
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Houm,19.4123937,-99.1562314,24,2,2,0,0,0.00,1,2,Loft,63.00,6600000.00,104761.90
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Houm,19.4123937,-99.1562314,24,2,2,0,0,0.00,1,2,Loft,65.00,4378000.00,67353.85
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Houm,19.4123937,-99.1562314,24,2,2,0,0,0.00,1,2,Loft,59.00,4389000.00,74389.83
Hutabampo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4071173,-99.1572477,35,4,2,0,0,0.00,2,2,apt,98.00,6079500.00,62035.71
Hutabampo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4071173,-99.1572477,35,4,2,0,0,0.00,2,2,apt,97.00,6384000.00,65814.43
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115652,-99.1605521,48,2,2,0,0,0.00,2,2,Loft,89.00,6792390.00,76318.99
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115652,-99.1605521,48,2,2,0,0,0.00,2,2,Loft,84.00,6218895.00,74034.46
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115652,-99.1605521,48,2,2,0,0,0.00,2,2,Loft,96.00,7591980.00,79083.13
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115652,-99.1605521,48,2,2,0,0,0.00,1,2,Loft,71.00,4270200.00,60143.66
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115652,-99.1605521,48,2,2,0,0,0.00,1,2,Loft,71.00,4303135.00,60607.54
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,3,0,0,0.00,1,2,apt,139.00,11502061.00,82748.64
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,3,apt,87.00,4783584.00,54983.72
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0.00,1,2,apt,122.00,7639585.00,62619.55
San Luis Potosí  113," Roma Norte, Cuauhtémoc", Distrito Federal,Deborahlavat,19.4141843,-99.1597255,240,0,3,0,5,4000.00,2,2,apt,158.56,11582200.00,73046.17
Puebla 258," Roma Norte, Cuauhtémoc", Distrito Federal,Blaxell 2,19.4213628,-99.1679593,300,0,3,0,4,0.00,1,3,apt,103.00,4943000.00,47990.29
Roma Norte 0," Roma Norte, Cuauhtémoc", Distrito Federal,Pireal Estate,19.4195256,-99.162549,365,0,1,0,6,0.00,1,1,apt,57.00,5800000.00,101754.39
Roma Norte 0," Roma Norte, Cuauhtémoc", Distrito Federal,Pireal Estate,19.4195256,-99.162549,240,0,2,0,0,0.00,2,2,apt,117.00,7855960.00,67144.96
Salamanca  11," Roma Norte, Cuauhtémoc", Distrito Federal,Profesionales Inmobiliariosmx,19.4214358,-99.1704172,330,0,1,0,10,1500.00,1,1,apt,42.00,3273000.00,77928.57
San Luis Potosi 113," Roma Norte, Cuauhtémoc", Distrito Federal,Deborahlavat,19.4141843,-99.1597255,240,0,2,0,6,2900.00,1,2,apt,100.00,6879300.00,68793.00
San Luis Potosí  113," Roma Norte, Cuauhtémoc", Distrito Federal,Deborahlavat,19.4141843,-99.1597255,240,0,2,1,5,3900.00,2,2,apt,152.39,10174465.00,66765.96
Guanajuato  240," Roma Norte, Cuauhtémoc", Distrito Federal,Mingobienesraices,19.4156973,-99.1649402,365,0,2,1,5,0.00,2,3,apt,204.00,9590000.00,47009.80
Nayarit 0," Roma Sur, Cuauhtémoc", Distrito Federal,Highend Mexico,19.4098231,-99.162138,120,0,2,0,2,0.00,1,2,apt,78.00,4700000.00,60256.41
Roma Norte 0," Roma Norte, Cuauhtémoc", Distrito Federal,Pireal Estate,19.4195256,-99.162549,300,0,1,1,6,0.00,1,2,apt,76.42,4774000.00,62470.56
