street,suburb,state,vendor,lat,lon,days_on_site,amenities,bathrooms,cellars,num_floors,monthly_fee_mxn,parking_lots,beds,department_type,m2,final_price,price_square_meter
Medellin," Roma Norte, Cuauhtémoc", Distrito Federal,Inmuebles Hahn,19.4112559,-99.1642982,180,4,2,0,0,0,1,2,apt,68,2250000,33088.24
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Remax Plus,19.4202688,-99.1642694,365,0,2,0,0,0,1,2,apt,100,4930000,49300
Durando193," Roma Norte, Cuauhtémoc", Distrito Federal,Hc Hogar Bienes Raices,19.420087,-99.167044,55,0,1,0,0,0,1,1,apt,36,3848548,106904.11
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4046152,-99.1662218,60,5,2,0,0,0,2,2,apt,134,7650000,57089.55
Roma Sur, Cuauhtémoc, Distrito Federal,Sata7784633,19.4083009,-99.1584399,365,4,2,0,0,0,2,2,apt,93,5653287,60788.03
Roma Nortesn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.417364,-99.159453,60,0,4,0,0,0,1,3,apt,284,12900000,45422.54
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4194601,-99.1581372,365,5,2,0,0,0,2,2,apt,149,12660000,84966.44
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4194601,-99.1581372,365,5,2,0,0,0,2,2,apt,185,14345000,77540.54
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Luxence,19.4037937,-99.1631623,90,4,2,0,0,0,1,2,apt,111,6586413,59337.05
Roma Sur, Cuauhtémoc, Distrito Federal,Sata7784633,19.4088661,-99.1575993,120,6,3,0,0,0,2,3,apt,140,8706563,62189.74
Roma Sur, Cuauhtémoc, Distrito Federal,Espaciosurbanosmx,19.4058504,-99.1621697,270,4,2,0,0,0,2,2,apt,103,6296000,61126.21
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,70,4482780,64039.71
Roma Sur, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.405299,-99.1649891,12,0,3,0,0,0,1,3,apt,86,4944054,57489
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0,1,1,apt,37,3848548,104014.81
Torreón," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4056186,-99.1618533,60,3,2,1,0,0,2,3,Loft,115,8229770,71563.22
Av," Conocida, Roma, Monterrey",Nuevo Leon,Coldwellbanker Marimar,25.6549213,-100.2927616,120,0,3,0,0,0,2,3,apt,200,6900000,34500
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4054217,-99.1602247,150,4,2,0,0,0,2,2,apt,185,6976349,37709.99
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4052563,-99.1662026,365,5,2,0,0,0,2,2,apt,106,7040000,66415.09
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0,1,1,apt,43,4300000,100000
Torreón," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4056186,-99.1618533,60,3,2,1,0,0,2,3,Loft,134,9326512,69600.84
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4088805,-99.1672582,60,5,2,0,0,0,2,2,apt,198,8952615,45215.23
Roma Sur, Cuauhtémoc, Distrito Federal,Sata7784633,19.4053009,-99.1614399,120,4,2,0,0,0,2,2,apt,179,6643287,37113.34
Av. Insurgentes Sur," Roma Norte, Cuauhtémoc", Distrito Federal,Luxence,19.4218675,-99.1636483,19,2,1,0,0,0,1,1,apt,49,4062500,82908.16
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,2,apt,99,6296000,63595.96
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0,1,1,apt,36,4421000,122805.56
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,83,5363485,64620.3
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,23,0,0,0,1,2,apt,91,7874000,86527.47
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0,1,1,apt,43,4472000,104000
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,4,0,0,0,1,3,apt,121,8725800,72114.05
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,4,0,0,0,1,3,apt,163,8725000,53527.61
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,2,apt,140,7792000,55657.14
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,2,apt,142,7676000,54056.34
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4054217,-99.1602247,150,6,3,0,0,0,2,3,apt,140,8706563,62189.74
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4159657,-99.163205,35,7,3,0,0,0,2,3,apt,157,10100000,64331.21
Av Chapultepec 322," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,10,0,1,2,apt,85,4695000,55235.29
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0,1,1,apt,36,4442000,123388.89
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,2,apt,91,9689000,106472.53
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,4,0,0,0,1,3,apt,135,8434800,62480
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,2,apt,109,7981000,73220.18
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0,1,1,apt,51,5041000,98843.14
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Safe Rent,19.4119107,-99.159609,240,2,1,0,0,0,1,1,apt,40,1800000,45000
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.3679307,-99.1741894,90,0,2,0,0,0,1,2,apt,75,840145,11201.93
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.4180537,-99.1585252,90,0,2,0,0,0,1,3,apt,70,902000,12885.71
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.424552,-99.1583315,90,0,2,0,0,0,1,2,apt,70,839652,11995.03
Hamburgo," Roma Norte, Cuauhtémoc", Distrito Federal,Barragan Br,19.4293459,-99.1585585,35,2,1,0,0,0,1,1,apt,50,2400000,48000
Puebla 258," Roma Norte, Cuauhtémoc", Distrito Federal,Blaxell 2,19.4213628,-99.1679593,300,0,3,0,4,0,1,3,apt,98,4703000,47989.8
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4030089,-99.1686461,365,4,2,0,0,0,1,2,apt,104,5350000,51442.31
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4030089,-99.1686461,365,4,2,0,0,0,1,2,apt,90,4850000,53888.89
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Veronica Porraz,19.4125049,-99.1560507,270,2,1,0,0,0,1,1,apt,43,3429250,79750
Puebla 258," Roma Norte, Cuauhtémoc", Distrito Federal,Blaxell 2,19.4213628,-99.1679593,300,0,3,0,4,0,1,3,apt,103,4943000,47990.29
Tlacotalpan127," Roma Sur, Cuauhtémoc", Distrito Federal,Hc Hogar Bienes Raices,19.402662,-99.16593,55,0,1,0,0,0,1,3,apt,62,6690000,107903.23
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4168211,-99.1596475,300,4,2,0,0,0,2,2,apt,104,9350000,89903.85
Roma, Monterrey,Nuevo Leon,Via Inmuebles,25.654287,-100.297745,16,3,1,0,0,0,1,1,apt,57,3500000,61403.51
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,2,apt,193,14382000,74518.13
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.4112713,-99.1633655,90,0,1,0,0,0,1,2,apt,182,2350000,12912.09
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4168211,-99.1596475,120,7,3,0,0,0,2,3,apt,195,10750000,55128.21
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4054217,-99.1602247,210,0,2,0,0,0,1,2,apt,93,5653257,60787.71
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Espaciosurbanosmx,19.4168211,-99.1596475,270,4,2,0,0,0,2,2,apt,92,5998135,65197.12
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Remax Plus,19.4157,-99.1649,365,0,3,1,5,0,2,3,apt,195,9840000,50461.54
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4030089,-99.1686461,365,4,2,0,0,0,1,2,apt,176,9950000,56534.09
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Circulobienesraices,19.4119974,-99.1590706,90,0,2,0,5,0,1,2,apt,64,4070000,63593.75
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4124711,-99.1562223,365,4,2,0,0,0,1,2,apt,76,4210000,55394.74
Roma Norte, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4195256,-99.162549,11,0,2,0,0,0,1,2,apt,126,6996018,55523.95
Zacatecas," Roma Sur, Cuauhtémoc", Distrito Federal,Heyserenta Com,19.4170429,-99.1546255,60,3,1,0,0,0,1,1,apt,64,4100000,64062.5
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0,1,1,apt,40,4670000,116750
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Circulobienesraices,19.4119974,-99.1590706,90,0,1,0,5,0,1,1,apt,41,3150850,76850
Colima 49 Interior 301," Roma Sur, Cuauhtémoc", Distrito Federal,Century21 Tega,19.4208852,-99.1557502,120,0,2,0,0,0,2,2,apt,130,9333000,71792.31
Roma Sur, Cuauhtémoc, Distrito Federal,Inmobiliaria Sp,19.3605334,-99.2267067,150,5,2,0,0,0,2,3,apt,113,9000000,79646.02
Roma Privada," Roma Privada, Monterrey",Nuevo Leon,Horacio Zamarripa Rivas,25.6403657,-100.2895546,240,5,2,0,0,0,1,3,apt,113,4830838,42750.78
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4168211,-99.1596475,300,4,2,0,0,0,2,2,apt,204,9590000,47009.8
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Houm,19.4123937,-99.1562314,24,2,2,0,0,0,1,2,Loft,66,6853000,103833.33
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,92,5452850,59270.11
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,3,0,0,0,1,3,apt,136,12901458,94863.66
Roma, Monterrey,Nuevo Leon,Grand Metrópoli,25.6552625,-100.2968762,150,5,2,0,0,0,1,3,apt,140,4000000,28571.43
Roma, Monterrey,Nuevo Leon,Alur Bienes Raíces,25.6542625,-100.2978762,365,6,2,0,0,0,2,3,apt,123,5327908,43316.33
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Luxence,19.4123937,-99.1562314,19,3,1,0,0,0,1,2,apt,78,4631000,59371.79
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Houm,19.4123937,-99.1562314,24,2,2,0,0,0,1,2,Loft,76,5060000,66578.95
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Houm,19.4123937,-99.1562314,24,1,1,0,0,0,1,1,Loft,43,3429250,79750
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.415896,-99.1593996,46,6,3,0,0,0,2,3,apt,162,9950000,61419.75
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115652,-99.1605521,48,2,2,0,0,0,2,2,Loft,89,6330120,71124.94
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115652,-99.1605521,48,2,2,0,0,0,2,2,Loft,83,5363485,64620.3
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,3,0,0,0,1,3,apt,140,11675527,83396.62
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,4,0,0,0,1,3,apt,150,10750000,71666.67
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,92,5845980,63543.26
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Circulobienesraices,19.4119974,-99.1590706,90,0,2,0,5,0,1,2,apt,76,4980000,65526.32
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Remax Plus,19.4157,-99.1649,365,0,2,1,5,0,2,2,apt,194,9350000,48195.88
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Inmobiliaria Zona 04,19.4123937,-99.1562314,8,2,1,0,0,0,1,1,apt,43,3635005,84535
Roma Norte, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4195256,-99.162549,12,0,3,0,0,4,2,2,apt,194,9350000,48195.88
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Houm,19.4123937,-99.1562314,24,2,2,0,0,0,1,2,Loft,63,6600000,104761.9
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Houm,19.4123937,-99.1562314,24,2,2,0,0,0,1,2,Loft,65,4378000,67353.85
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Houm,19.4123937,-99.1562314,24,2,2,0,0,0,1,2,Loft,59,4389000,74389.83
Hutabampo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4071173,-99.1572477,35,4,2,0,0,0,2,2,apt,98,6079500,62035.71
Hutabampo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4071173,-99.1572477,35,4,2,0,0,0,2,2,apt,97,6384000,65814.43
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115652,-99.1605521,48,2,2,0,0,0,2,2,Loft,89,6792390,76318.99
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115652,-99.1605521,48,2,2,0,0,0,2,2,Loft,84,6218895,74034.46
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115652,-99.1605521,48,2,2,0,0,0,2,2,Loft,96,7591980,79083.13
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115652,-99.1605521,48,2,2,0,0,0,1,2,Loft,71,4270200,60143.66
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115652,-99.1605521,48,2,2,0,0,0,1,2,Loft,71,4303135,60607.54
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,3,0,0,0,1,2,apt,139,11502061,82748.64
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,3,apt,87,4783584,54983.72
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,122,7639585,62619.55
San Luis Potosí  113," Roma Norte, Cuauhtémoc", Distrito Federal,Deborahlavat,19.4141843,-99.1597255,240,0,3,0,5,4000,2,2,apt,158.56,11582200,73046.17
Puebla 258," Roma Norte, Cuauhtémoc", Distrito Federal,Blaxell 2,19.4213628,-99.1679593,300,0,3,0,4,0,1,3,apt,103,4943000,47990.29
Roma Norte 0," Roma Norte, Cuauhtémoc", Distrito Federal,Pireal Estate,19.4195256,-99.162549,365,0,1,0,6,0,1,1,apt,57,5800000,101754.39
Roma Norte 0," Roma Norte, Cuauhtémoc", Distrito Federal,Pireal Estate,19.4195256,-99.162549,240,0,2,0,0,0,2,2,apt,117,7855960,67144.96
Salamanca  11," Roma Norte, Cuauhtémoc", Distrito Federal,Profesionales Inmobiliariosmx,19.4214358,-99.1704172,330,0,1,0,10,1500,1,1,apt,42,3273000,77928.57
San Luis Potosi 113," Roma Norte, Cuauhtémoc", Distrito Federal,Deborahlavat,19.4141843,-99.1597255,240,0,2,0,6,2900,1,2,apt,100,6879300,68793
San Luis Potosí  113," Roma Norte, Cuauhtémoc", Distrito Federal,Deborahlavat,19.4141843,-99.1597255,240,0,2,1,5,3900,2,2,apt,152.39,10174465,66765.96
Guanajuato  240," Roma Norte, Cuauhtémoc", Distrito Federal,Mingobienesraices,19.4156973,-99.1649402,365,0,2,1,5,0,2,3,apt,204,9590000,47009.8
Nayarit 0," Roma Sur, Cuauhtémoc", Distrito Federal,Highend Mexico,19.4098231,-99.162138,120,0,2,0,2,0,1,2,apt,78,4700000,60256.41
Roma Norte 0," Roma Norte, Cuauhtémoc", Distrito Federal,Pireal Estate,19.4195256,-99.162549,300,0,1,1,6,0,1,2,apt,76.42,4774000,62470.56
Roma Sur 0," Roma Sur, Cuauhtémoc", Distrito Federal,Pireal Estate,19.405299,-99.1649891,270,0,2,0,3,0,2,2,apt,100,11720000,117200
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Urp Propiedades,19.4167969,-99.1555784,300,4,2,0,0,0,1,2,apt,95,4066000,42800
Roma Norte, Cuauhtémoc, Distrito Federal,Eduardomarcelohernandezlopez,19.4134711,-99.1552223,300,4,2,0,0,0,1,2,apt,43,2870000,66744.19
Roma Norte, Cuauhtémoc, Distrito Federal,Qia Inmobiliaria,19.436631,-99.15081,330,8,4,0,0,0,2,3,apt,193,14382000,74518.13
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.424552,-99.1583315,90,0,2,0,0,0,1,2,apt,70,839652,11995.03
Medellin340," Roma Norte, Cuauhtémoc", Distrito Federal,Acreedores X Ti,19.4044416,-99.1626881,300,0,2,0,0,0,1,2,apt,150,920000,6133.33
Monterrey," Roma Norte, Cuauhtémoc", Distrito Federal,Bernadette Carral K ,19.412346,-99.1627985,120,2,1,0,0,0,1,1,apt,72,5200000,72222.22
Av. Insurgentes Sur," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4218675,-99.1636483,365,3,1,0,0,0,1,1,apt,38,3135000,82500
Roma Sur, Cuauhtémoc, Distrito Federal,Luxuryhabitatmx,19.4110273,-99.160073,90,6,2,0,0,0,1,3,apt,122,7040000,57704.92
Frontera 137," Roma Norte, Cuauhtémoc", Distrito Federal,Century21 Movisa,19.418011,-99.1557064,270,0,2,0,0,0,1,2,apt,103,6732700,65366.02
Roma Norte, Cuauhtémoc, Distrito Federal,Eduardomarcelohernandezlopez,19.4195256,-99.162549,300,4,2,0,0,0,1,2,apt,152,6835000,44967.11
Aguascalientes," Roma Sur, Cuauhtémoc", Distrito Federal,Gruposdiazyasociados,19.4084453,-99.1664688,210,0,2,0,2,0,1,2,apt,145,8558032,59020.91
Av. Insurgentes Sur," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4218675,-99.1636483,365,3,1,0,0,0,1,1,apt,49,4102500,83724.49
Roma Sur 0," Roma Sur, Cuauhtémoc", Distrito Federal,Pireal Estate,19.405299,-99.1649891,270,0,3,0,3,0,2,3,apt,92,11148000,121173.91
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4022256,-99.165227,33,5,2,0,0,0,1,2,apt,143,11317200,79141.26
Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.404209,-99.1610301,240,5,2,0,0,0,2,3,apt,111,6744923,60765.07
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Cravioto Inmobiliaria,19.4188488,-99.1613324,240,0,2,0,0,0,1,2,apt,153,12660000,82745.1
Alejandria," Roma, Monterrey",Nuevo Leon,Century21 Kamys,25.6684802,-100.2051607,120,0,2,0,0,0,1,2,apt,40,2170000,54250
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Coldwell Banker Vive,19.4160311,-99.1632189,180,0,3,0,0,0,2,3,apt,150,11200000,74666.67
Roma Norte, Cuauhtémoc, Distrito Federal,Eduardomarcelohernandezlopez,19.4154711,-99.1532223,300,4,2,0,0,0,1,2,apt,63,3820000,60634.92
Insurgentes," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4217349,-99.1637208,39,0,1,1,12,0,1,1,apt,38,3155000,83026.32
Puebla," Roma Norte, Cuauhtémoc", Distrito Federal,Licmarthasbarandalicmar,19.4206466,-99.170547,150,6,2,0,0,0,2,2,apt,108,9010885,83434.12
Roma Norte, Cuauhtémoc, Distrito Federal,Eduardomarcelohernandezlopez,19.4134711,-99.1552223,300,4,2,0,0,0,1,2,apt,43,3180000,73953.49
Querétaro," Roma Sur, Cuauhtémoc", Distrito Federal,Cattoribr,19.4146914,-99.1606225,330,5,2,0,0,0,2,3,apt,109,7932730,72777.34
Tonalá," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4130341,-99.1614773,365,5,2,0,0,0,2,2,apt,100,11720767,117207.67
Departamentos En Pre Venta Roma Monterrey Nl," Roma, Monterrey",Nuevo Leon,Mundo Raiz,25.6542625,-100.2978762,26,1,1,0,0,0,1,1,apt,57,3500000,61403.51
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,3,apt,117,6388236,54600.31
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Coldwellbankercity,19.4181531,-99.1652014,120,0,2,0,0,0,2,3,apt,140,10500000,75000
Querétaro," Roma Sur, Cuauhtémoc", Distrito Federal,Cattoribr,19.4146914,-99.1606225,330,5,2,0,0,0,2,3,apt,114,8165300,71625.44
Querétaro," Roma Sur, Cuauhtémoc", Distrito Federal,Cattoribr,19.4146914,-99.1606225,330,5,2,0,0,0,2,3,apt,191,13471140,70529.53
Huatabampo," Roma Sur, Cuauhtémoc", Distrito Federal,Remax Servicios Inmobiliarios,19.4073996,-99.1571281,330,0,2,1,3,0,2,3,apt,127,6958000,54787.4
Roma, Monterrey,Nuevo Leon,Alur Bienes Raíces,25.6542625,-100.2978762,365,5,2,0,0,0,1,3,apt,112,4745388,42369.54
Roma Norte 0," Roma Norte, Cuauhtémoc", Distrito Federal,Pireal Estate,19.4195256,-99.162549,365,0,3,0,0,0,2,3,apt,195,13500000,69230.77
SN,Cuauhtemoc, Distrito Federal,Rematadascom,19.4116332,-99.1610265,60,0,2,0,0,0,1,2,apt,100,1759000,17590
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0,1,1,apt,41,3269750,79750
Coauhuila," Roma Norte, Cuauhtémoc", Distrito Federal,Luxuryhabitatmx,19.4124711,-99.1562223,90,4,2,0,0,0,1,2,apt,132,6853000,51916.67
Roma Sur," Roma, Monterrey",Nuevo Leon,Coldwellbanker Marimar,25.6461662,-100.2985775,90,0,1,0,0,0,1,2,apt,95,5300000,55789.47
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.4356338,-99.1495107,90,0,1,0,0,0,2,3,apt,85,1605400,18887.06
Diagonal," Roma Sur, Monterrey",Nuevo Leon,Coldwellbanker Marimar,25.6568618,-100.2951617,120,0,1,0,0,0,1,1,apt,57,3500000,61403.51
Roma Norte, Cuauhtémoc, Distrito Federal,Eduardomarcelohernandezlopez,19.4104711,-99.1582223,300,4,2,0,0,0,1,2,apt,65,3940000,60615.38
Roma Norte, Cuauhtémoc, Distrito Federal,Eduardomarcelohernandezlopez,19.4144711,-99.1542223,300,4,2,0,0,0,1,2,apt,76,4600000,60526.32
Roma Norte, Cuauhtémoc, Distrito Federal,Eduardomarcelohernandezlopez,19.4134711,-99.1552223,300,4,2,0,0,0,1,2,apt,132,6230000,47196.97
Venta De Departamento En Colonia Roma," Roma Sur, Cuauhtémoc", Distrito Federal,Skgasesoresinmobiliarios,19.405973,-99.1663847,365,0,2,0,0,0,1,2,apt,96,4720000,49166.67
Tonalá," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4130341,-99.1614773,365,5,2,0,0,0,2,2,apt,193,14148523,73308.41
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.4187185,-99.1548729,9,0,2,0,0,0,1,2,apt,80,839652,10495.65
Colima," Roma Norte, Cuauhtémoc", Distrito Federal,Sara Goldhaber,19.4189983,-99.1640265,60,4,2,0,0,0,2,2,apt,111,7250000,65315.32
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0,1,1,apt,54,4535000,83981.48
Tonalá," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4130341,-99.1614773,365,5,2,0,0,0,2,2,apt,112,13333717,119051.04
Roma Norte, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4195256,-99.162549,12,0,1,0,0,0,1,1,apt,43,3370000,78372.09
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4159657,-99.163205,35,7,3,0,0,0,2,3,apt,184,11200000,60869.57
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,3,apt,118,6641481,56283.74
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0,1,1,apt,69,5692500,82500
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,62,4279000,69016.13
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,66,6853000,103833.33
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,76,5060000,66578.95
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,63,4202000,66698.41
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0,1,1,apt,43,3429250,79750
